cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type,publisher_type,publisher_description
9,J Schuetz,How will US households adjust their housing behaviors in response to climate change?,2024,Real Estate Economics,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1540-6229.12486,https://scholar.google.com/scholar?cites=7918111619028572659&as_sdt=2005&sciodt=2007&hl=en,588,2025-09-15,NA,10.1111/1540-6229.12486,9,9,9,1,1,"Americans are moving toward climate risk, even as property damage from climate stresses becomes more salient. Over the coming years, climate change is likely to affect housing …",https://appam.confex.com/appam/2023/mediafile/ExtendedAbstract/Paper48631/REE%20Housing%20adaptation%20July2023.pdf,https://scholar.google.com/scholar?q=related:81kXyJDI4m0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Land use, housing & built environment infrastructure",Mentioned/Context,Commercial academic publishers,Wiley is a for-profit global academic publisher.
4,"J Spalding, A Restrepo",Reforming the Federal Regulatory Review Process,2023,FIU L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/fiulawr18&section=22,https://scholar.google.com/scholar?cites=7962401162575807837&as_sdt=2005&sciodt=2007&hl=en,195,2025-09-15,NA,NA,4,2,2,2,2,"… EJScreen thus addresses both the distributional concerns and cumulative impacts … the same dozen environmental indicators included in EJScreen, plus additional ones such as access …",https://ecollections.law.fiu.edu/cgi/viewcontent.cgi?article=1608&context=lawreview,https://scholar.google.com/scholar?q=related:XQV9tqshgG4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
0,"J Taminiau, J Byrne, D Grover, ...",The Social Geography of the Solar Renewable Energy Credits (SREC) Market,2023,"Taminiau, J., Byrne, J …",papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4749039,NA,148,2025-09-15,NA,NA,0,0,0,4,2,"… For instance, annual capacity additions in 2021 and 2022 … /year in 2018 to over 6 MW/year in 2022. In total, we find that the … , as defined by the 8 EJSCREEN bins) communities have not …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4749039,https://scholar.google.com/scholar?q=related:QVREw4oB7QwJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Energy & decarbonization,Applied,Preprint / working paper servers,SSRN is an open-access repository for early-stage research/preprints in social sciences.
35,"JA Casey, M Daouda, RS Babadi, V Do, ...",Methods in public health environmental justice research: a scoping review from 2018 to 2021,2023,Current environmental …,Springer,https://link.springer.com/article/10.1007/s40572-023-00406-7,https://scholar.google.com/scholar?cites=11095768986795001785&as_sdt=2005&sciodt=2007&hl=en,41,2025-09-15,HTML,10.1007/s40572-023-00406-7,35,17.5,7,5,2,"Purpose of Review The volume of public health environmental justice (EJ) research produced by academic institutions increased through 2022. However, the methods used for …",https://link.springer.com/article/10.1007/s40572-023-00406-7,https://scholar.google.com/scholar?q=related:uUe2BxsX_JkJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Commercial academic publishers,Springer Nature is a global for-profit academic publisher. Part of Springer Nature; commercial scholarly publisher.
1,"JA Groner, L Nicholson, JA Bauer, H Huang, ...",Exposure to air pollution and cardiovascular risk in young children–a pilot project,2024,Pediatric …,nature.com,https://www.nature.com/articles/s41390-024-03377-z,https://scholar.google.com/scholar?cites=18385361708426607480&as_sdt=2005&sciodt=2007&hl=en,159,2025-09-15,NA,NA,1,1,0,5,1,"… divided by distance in meters, was calculated from the 2017 US Department of Transportation traffic data and retrieved from Environmental Justice Screening and Mapping tool. The …",NA,https://scholar.google.com/scholar?q=related:eDvWYRDtJf8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Health & well-being,Applied,Commercial academic publishers,Nature Portfolio (Springer Nature); commercial scholarly publisher.
0,JA Peterson,"Environmental justice implications of variations of stream water quality in Austin, Texas",2023,NA,repositories.lib.utexas.edu,https://repositories.lib.utexas.edu/items/42ef0e91-fde5-46a4-a4da-15396c8a2079,NA,31,2025-09-15,NA,NA,0,0,0,1,2,"… Justice class of fall 2022. The author would like to especially thank Dr. Jay Banner, Dr. … Austin-area watershed boundaries were imported into the EJSCREEN map via a publicly …",https://repositories.lib.utexas.edu/bitstreams/12f32c8a-a244-4562-a052-a080561ea80e/download,https://scholar.google.com/scholar?q=related:aZ0-h_N3UnwJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Water resources & flooding,Applied,University / institutional repositories,Texas ScholarWorks is UT Austin’s institutional repository of faculty publications
12,"JA Stingone, AM Geller, DB Hood, KC Makris, ...",Community-level exposomics: a population-centered approach to address public health concerns,2023,…,academic.oup.com,https://academic.oup.com/exposome/article-pdf/doi/10.1093/exposome/osad009/54935330/osad009.pdf,https://scholar.google.com/scholar?cites=10360711826277003877&as_sdt=2005&sciodt=2007&hl=en,311,2025-09-15,PDF,10.1093/exposome/osad009/54935330/osad009,12,6,2,5,2,"… During the most recent NIEHS-sponsored Exposomics summit in 2022, multiple environmental health researchers and practitioners met to discuss moving the field from theoretical …",https://academic.oup.com/exposome/article-pdf/doi/10.1093/exposome/osad009/54935330/osad009.pdf,https://scholar.google.com/scholar?q=related:ZfJtOYOkyI8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Health & well-being,Mentioned/Context,University presses,Oxford University Press is the publishing house of the University of Oxford (the world’s largest university press).
0,JA Watkins,"Pluvial Flooding and Flood Rescues in Rowan County, NC: An Analysis of 9-1-1 Call Data for Years 2011-2021",2024,NA,search.proquest.com,https://search.proquest.com/openview/043114898346fe5dd8f2f55285bf8149/1?pq-origsite=gscholar&cbl=18750&diss=y,NA,496,2025-09-15,BOOK,NA,0,0,0,1,1,"… For each of the EJ Screen indicator maps, I selected the block groups that were above the 80th … of calls that took place in areas that are sensitive to at least one EJ Screen indicator. …",https://search.proquest.com/openview/043114898346fe5dd8f2f55285bf8149/1?pq-origsite=gscholar&cbl=18750&diss=y,https://scholar.google.com/scholar?q=related:z35wIo-mPUgJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Climate hazards & risks,Applied,University / institutional repositories,"ProQuest is a global information-content company providing subscription-based access to academic databases, dissertations, and journals."
0,"JB Goolsby, H Brenkert-Smith, ...","Preparing mobile home park residents for wildfire in Lake County, Colorado",2024,… colorado. edu/quick …,research.fs.usda.gov,https://research.fs.usda.gov/treesearch/69096,NA,520,2025-09-15,NA,NA,0,0,0,3,1,"This study explores wildfire risk and preparedness among mobile home park residents in Leadville, Colorado-a town of 2,633 residents within the wildland-urban interface (WUI) of Lake …",https://research.fs.usda.gov/treesearch/download/69096.pdf,https://scholar.google.com/scholar?q=related:mODzA3P341wJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Land use, housing & built environment infrastructure",Mentioned/Context,Government repositories,The USDA Forest Service (a federal agency) site provides access to Forest Service research (government publications).
19,"JE Schubert, KJ Mach, BF Sanders",National‐scale flood hazard data unfit for urban risk management,2024,Earth's future,Wiley Online Library,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2024EF004549,https://scholar.google.com/scholar?cites=1331987623966847359&as_sdt=2005&sciodt=2007&hl=en,204,2025-09-15,NA,10.1029/2024EF004549,19,19,6,3,1,"Extreme flooding events are becoming more frequent and costly, and impacts have been concentrated in cities where exposure and vulnerability are both heightened. To manage risks, …",https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2024EF004549,https://scholar.google.com/scholar?q=related:f7HC068rfBIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Commercial academic publishers,Wiley is a for-profit global academic publisher.
0,"JF Gallego Calderon, TM Rowe Mosier, S Barrows, ...",Non-Powered Dam Hydropower Development and Ranking Opportunity Tool,2024,NA,osti.gov,https://www.osti.gov/biblio/2448474,NA,162,2025-09-15,NA,NA,0,0,0,4,1,"In pursuit of a net-zero-carbon emissions economy in the United States, non-powered dams (NPDs) represent a large opportunity to develop hydropower while leveraging existing …",https://www.osti.gov/servlets/purl/2448474,https://scholar.google.com/scholar?q=related:APxYceXSfyYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Energy & decarbonization,Applied,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
0,"JI Oh, L Larson, J Vukomanovic, E Bardaka, ...",Historical redlining and environmental (in) justices: A scoping review of access to green space and exposure to urban heat and air pollution,2024,Authorea …,essopenarchive.org,https://essopenarchive.org/doi/full/10.22541/essoar.172798860.09546221,NA,457,2025-09-15,NA,10.22541/essoar.172798860.09546221,0,0,0,5,1,"Redlining, a historically discriminatory mortgage lending practice, has recently gained attention as a potential cause of public health disparities. However, no study has attempted to …",https://essopenarchive.org/doi/pdf/10.22541/essoar.172798860.09546221,https://scholar.google.com/scholar?q=related:4Ima1D9zUZUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Preprint / working paper servers,The ESS Open Archive (formerly ESSOAr) is a community-run preprint server for Earth and environmental sciences.
8,"JK Janga, KR Reddy",Integrated resiliency and sustainability assessment of bioreactor landfills,2024,Indian Geotechnical Journal,Springer,https://link.springer.com/article/10.1007/s40098-023-00838-w,https://scholar.google.com/scholar?cites=13545545910145232500&as_sdt=2005&sciodt=2007&hl=en,185,2025-09-15,NA,10.1007/s40098-023-00838-w,8,8,4,2,1,"… In the lines of the method followed by EJ Screen to calculate EJ Index and Supplementary EJ Index, the same were calculated by multiplying the cumulative scores obtained from the …",https://www.researchgate.net/profile/Krishna_Reddy14/publication/377258885_Integrated_Resiliency_and_Sustainability_Assessment_of_Bioreactor_Landfills/links/6623ae7c66ba7e2359ec2266/Integrated-Resiliency-and-Sustainability-Assessment-of-Bioreactor-Landfills.pdf,https://scholar.google.com/scholar?q=related:dK7z5jxy-7sJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Commercial academic publishers,Springer Nature is a global for-profit academic publisher. Part of Springer Nature; commercial scholarly publisher.
1,"JK Kodros, E Carter, O Oke, A Wilson, SH Jathar, ...","Cumulative exposures to environmental and socioeconomic risk factors in Milwaukee County, Wisconsin",2024,…,Wiley Online Library,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2023GH000927,https://scholar.google.com/scholar?cites=12008040452889886164&as_sdt=2005&sciodt=2007&hl=en,238,2025-09-15,NA,10.1029/2023GH000927,1,1,0,6,1,"The environmental justice literature demonstrates consistently that low‐income and minority communities are disproportionately exposed to environmental hazards. In this case study, …",https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2023GH000927,https://scholar.google.com/scholar?q=related:1L0FqyshpaYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Air quality & pollution,Applied,Commercial academic publishers,Wiley is a for-profit global academic publisher.
0,"JK Kodros, E Carter, O Oke, A Wilson, SH Jathar, ...","Cumulative Exposures to Environmental and Socioeconomic Risk Factors in Milwaukee County, Wisconsin",2023,Authorea …,authorea.com,https://www.authorea.com/doi/full/10.22541/essoar.169264787.78038422,NA,319,2025-09-15,NA,10.22541/essoar.169264787.78038422,0,0,0,6,2,"The environmental justice literature demonstrates consistently that low-income and minority communities are disproportionately exposed to environmental hazards. In this case study, …",https://www.authorea.com/doi/pdf/10.22541/essoar.169264787.78038422,https://scholar.google.com/scholar?q=related:NpAK8Yx7rWEJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Water resources & flooding,Applied,Preprint / working paper servers,Preprint/authoring platform; early-stage manuscripts.
